"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year"
"165","LL-3-2020","LL-20-3","LL-3-20","LL-20-3",2020-08-31,NA,"Long Lake","9/23/20",61.37920879,-143.30713,2.246,48,NA,6.9,NA,11.2,NA,5.8,29,"M",0.054,"2-A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.076,"2-A4","N","Y","6","Y","Y",0.026,0.7,0.7,0.7,0.8,1,0.8,0.6,0.6,"",0,"1/15/21",146.1,"1/21/21",36.2,"0.7522","0.2478",NA,"2/25/21",2,0.3852,955.4635,23.2672,5.765042026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2020
"166","LL-4-2020","LL-20-4","LL-4-20","LL-20-4",2020-08-31,NA,"Long Lake","9/26/20",61.37920879,-143.30713,2.518,48.9,NA,7.8,NA,12,NA,5.5,29.6,"M",0.068,"Fin clip 42",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.318,"2-D6","N","Y","4","Y","Y",0.034,1.2,0.6,1.6,0.7,0.7,0.7,0.7,0.5,"",0,"1/15/21",139,"1/21/21",33.7,"0.7576","0.2424",NA,"2/25/21",2,0.3714,955.4635,23.2971,5.648289712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2020
"167","LL-5-2020","LL-20-5","LL-5-20","LL-20-5",2020-08-31,NA,"Long Lake","9/23/20",61.37920879,-143.30713,2.228,46.1,NA,6.3,NA,11.5,NA,6.5,32,"M",0.04,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.032,"2-A3","N","Y","5","Y","Y",0.022,1.3,2.1,0.9,1.3,1.2,1.4,1,0.8,"",0,"1/15/21",122,"1/21/21",34.6,"0.7164","0.2836",NA,"2/25/21",4,0.3548,923.3249,24.2427,6.875388689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2020
"168","LL-6-2020","LL-20-6","LL-6-20","LL-20-6",2020-08-31,NA,"Long Lake","9/26/20",61.37920879,-143.30713,2.28,47.5,NA,6.3,NA,11.4,NA,6.2,29.6,"M",0.054,"Fin clip 31",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.096,"2-C7 one missing","N","Y","5","Y","Y",0.03,2.1,1.2,1.4,1.2,0.8,1.1,1.4,1.1,"",0,"1/15/21",113.9,"1/21/21",36.1,"0.6831","0.3169",NA,"2/25/21",2,0.3212,955.4635,25.6287,8.122880334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2020
"169","LL-7-2020","LL--20-7","LL-7-20","LL-20-7",2020-08-31,NA,"Long Lake","9/26/20",61.37920879,-143.30713,2.102,47,NA,4.6,NA,10.7,NA,6,27,"F",0.15,"Fin clip 37",NA,NA,NA,NA,NA,NA,4.7,NA,NA,1.852,"2-D1","N","Y","7","Y","Y",0.072,1.7,0.8,1.7,1.1,0.9,0.7,1.3,0.8,"",0,"1/15/21",122.2,"1/21/21",32.8,"0.7316","0.2684",NA,"2/25/21",4,0.3075,923.3249,23.2044,6.228349591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2020
"170","LL-8-2020","LL-20-8","LL-8-20","LL-20-8",2020-08-31,NA,"Long Lake","9/26/20",61.37920879,-143.30713,1.976,48.2,NA,4.4,NA,10.7,NA,5.5,28,"F",0.138,"Fin clip 39",NA,NA,NA,NA,NA,NA,4.7,NA,NA,1.724,"2-D3","N","Y","7","Y","Y",0.07,1.3,0.8,1.5,0.7,1.3,0.6,0.9,0.7,"",0,"1/15/21",118.3,"1/21/21",31.2,"0.7363","0.2637",NA,"2/25/21",2,0.3495,955.4635,22.4827,5.929503297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2020
"171","LL-9-2020","LL-20-9","LL-9-20","LL-20-9",2020-08-31,NA,"Long Lake","9/26/20",61.37920879,-143.30713,1.312,40.5,NA,3.9,NA,9.8,NA,4.7,24.5,"F",0.086,"Fin clip 32",NA,NA,NA,NA,NA,NA,4.6,NA,NA,1.154,"2-C8 one missing","N","Y","6","Y","Y",0.044,1.4,1.5,1.3,0.8,2.2,1,0.8,0.7,"",0,"1/15/21",114.8,"1/21/21",30.8,"0.7317","0.2683",NA,"2/25/21",4,0.3103,923.3249,22.7512,6.103980488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2020
"172","LL-10-2020","LL-20-10","LL-10-20","LL-20-10",2020-08-31,NA,"Long Lake","9/26/20",61.37920879,-143.30713,1.972,45.7,NA,4.6,NA,10.4,NA,6.2,26.4,"F",0.132,"Fin clip 33",NA,NA,NA,NA,NA,NA,4.3,NA,NA,1.748,"2-C9","N","Y","7","Y","Y",0.07,2.1,1.4,1.5,1.3,1.5,1,2.1,2.1,"",0,"1/15/21",101.8,"1/21/21",29,"0.7151","0.2849",NA,"2/25/21",2,0.2688,955.4635,24.6991,7.036089391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2020
"173","KL-1-2021","KL-1-2021","KL-1-21","KL-L-1",2021-07-05,NA,"Klutina River","7/23/21",61.95150431,-145.3324535,1.942,45,NA,4.3,NA,11.3,NA,6.8,28.5,"M",0.064,"2-B8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,"1-F4","N","Y","5","Y","Y",0.03,0.8,0.7,0.7,1,1,0.9,1.1,1.3,"",0,"10/6/21",91.8,"10/11/21",23.3,"0.7462","0.2538",NA,"10/12/21",4,0.4248,923.3249,23.1143,5.866701416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261356.697,325,2021
"174","KL-2-2021","KL-2-2021","KL-2-21","KL-L-2",2021-07-05,NA,"Klutina River","7/23/21",61.95150431,-145.3324535,2.276,49,NA,7,NA,12.8,NA,7.1,30.6,"M",0.044,"2-A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,"1-E3","N","Y","5","Y","Y",0.024,0.5,0.5,0.6,0.5,0.4,0.6,1,1.1,"",0,"10/6/21",118.6,"10/11/21",25.6,"0.7841","0.2159",NA,"10/12/21",2,0.3845,955.4635,21.2564,4.588227993,4,0.3751,923.3249,19.5435,4.218495784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261356.697,325,2021
"175","KL-3-2021","KL-3-2021","KL-3-21","KL-L-3",2021-07-11,NA,"Klutina River","7/24/21",61.95150431,-145.3324535,1.824,45.3,NA,4.2,NA,11.6,NA,6.8,27.9,"F",0.244,"2-E6",5,0.2287,NA,NA,NA,NA,4.8,NA,NA,1.512,"1-H2","N","Y","5","Y","Y",0.102,1.5,1.2,1.2,1.1,1.3,1.3,1.2,1.2,"",0,"10/6/21",128.9,"10/11/21",33.6,"0.7393","0.2607",NA,"10/12/21",2,0.3117,955.4635,25.2245,6.575199379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261356.697,325,2021
"176","KL-4-2021","KL-4-2021","KL-4-21","KL-L-4",2021-07-11,NA,"Klutina River","7/24/21",61.95150431,-145.3324535,1.848,45.8,NA,4.9,NA,11,NA,6.6,28,"F",0.208,"2-E2",5,0.2744,NA,NA,NA,NA,4.6,NA,NA,1.588,"1-G10","N","Y","5","Y","Y",0.1,1.2,1.1,1.3,1.2,1.3,1.2,1.1,0.8,"",0,"10/6/21",123.4,"10/11/21",32.6,"0.7358","0.2642",NA,"10/12/21",4,0.3177,923.3249,23.6022,6.235265154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261356.697,325,2021
"177","KL-5-2021","KL-5-2021","KL-5-21","KL-L-5",2021-07-13,NA,"Klutina River","7/23/21",61.95150431,-145.3324535,2.128,45.7,NA,5,NA,12.3,NA,7.3,29.7,"M",0.058,"2-B7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.004,"1-F3","N","Y","5","Y","Y",0.028,0.9,0.8,0.7,0.9,0.5,1,0.6,1.4,"",0,"10/6/21",97.4,"10/11/21",26.2,"0.731","0.269",NA,"10/12/21",2,0.2668,955.4635,23.8007,6.402241684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261356.697,325,2021
"178","KL-6-2021","KL-6-2021","KL-6-21","KL-L-6",2021-07-13,NA,"Klutina River","7/24/21",61.95150431,-145.3324535,1.582,44,NA,4.3,NA,10.5,NA,6.5,26.8,"F",0.168,"2-E5",5,0.2523,NA,NA,NA,NA,4.95,NA,NA,1.352,"1-H1","N","Y","5","Y","Y",0.086,1.8,1.7,1.2,1.3,1.7,1.2,0.6,1.1,"",0,"10/6/21",87.8,"10/11/21",23.2,"0.7358","0.2642",NA,"10/12/21",4,0.2005,923.3249,23.7654,6.279695672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261356.697,325,2021
"179","KL-7-2021","KL-7-2021","KL-7-21","KL-L-7",2021-07-13,NA,"Klutina River","7/23/21",61.95150431,-145.3324535,2.322,48.2,NA,5,NA,12.2,NA,7.2,30.5,"M",0.056,"2-C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166,"1-F5","N","Y","5","Y","Y",0.028,1.5,1.5,1.4,0.8,1,0.8,1.4,0.8,"",0,"10/6/21",90.4,"10/11/21",26.5,"0.7069","0.2931",NA,"10/12/21",2,0.2595,955.4635,24.6985,7.240157633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261356.697,325,2021
"180","UKL-1-2021","UKL-1-2021","UKL-1-21","UKL-1",2021-08-10,NA,"Upper Klutina","9/3/21",61.751416,-145.716282,2.1,45.8,NA,7.6,NA,13.9,NA,7.5,31.8,"M",0.1,"3-C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.862,"2-B11","N","Y","5","Y","Y",0.05,0.7,0.9,1.1,1,1.2,0.5,1.1,0.4,"",0,"10/6/21",128.8,"10/11/21",33.4,"0.7407","0.2593",NA,"10/12/21",4,0.3324,923.3249,23.7464,6.157839752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306993.8383,548,2021
"181","MA-1-2021","MA-1-2021","MA-1-21","MA-1",2021-07-18,NA,"Mahlo","7/24/21",61.73588,-145.7294181,2.022,43.6,NA,5.3,NA,13.6,NA,6.5,31.8,"F",0.378,"2-F7",6,0.7286,NA,NA,NA,NA,6.2,NA,NA,1.582,"1-H11","N","Y","5","Y","Y",0.176,1.1,1,1.3,0.9,0.8,0.8,0.9,1,"",0,"10/6/21",130.8,"10/11/21",32.2,"0.7538","0.2462",NA,"10/12/21",2,0.2932,955.4635,25.1648,6.195004281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"182","MA-2-2021","MA-2-2021","MA-2-21","MA-2",2021-07-18,NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.928,43.3,NA,5,NA,12.5,NA,6.3,30.5,"F",0.374,"2-F3",7,0.654,NA,NA,NA,NA,5.6,NA,NA,1.498,"1-H7","N","Y","5","Y","Y",0.17,0.8,1,0.8,0.8,0.7,0.6,1,0.8,"",0,"10/6/21",141.9,"10/11/21",36.2,"0.7449","0.2551",NA,"10/12/21",4,0.2923,923.3249,24.3645,6.215608879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"183","MA-3-2021","MA-3-2021","MA-3-21","MA-3",2021-07-18,NA,"Mahlo","7/23/21",61.73588,-145.7294181,1.808,40.5,NA,7,NA,14.4,NA,6.5,31.6,"M",0.068,"1-F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.656,"1-D5","N","Y","5","Y","Y",0.042,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.5,"",0,"10/6/21",109.5,"10/11/21",24,"0.7808","0.2192",NA,"10/12/21",2,0.3227,955.4635,22.8666,5.011857534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"184","MA-4-2021","MA-4-2021","MA-4-21","MA-4",2021-07-18,NA,"Mahlo","7/23/21",61.73588,-145.7294181,1.768,44.3,NA,7,NA,13.3,NA,6,30.3,"M",0.054,"1-F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,"1-D7","N","Y","5","Y","Y",0.028,0.5,0.5,0.4,0.4,0.5,0.6,0.6,0.6,"",0,"10/6/21",117.3,"10/11/21",25.4,"0.7835","0.2165",NA,"10/12/21",4,0.2785,923.3249,20.4498,4.428174936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"185","MA-5-2021","MA-5-2021","MA-5-21","MA-5",2021-07-18,NA,"Mahlo","7/23/21",61.73588,-145.7294181,2.238,46.1,NA,8.4,NA,14.3,NA,6.3,33.9,"M",0.05,"1-F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.106,"1-D6","N","Y","5","Y","Y",0.024,0.6,0.4,0.7,0.5,0.6,0.5,0.6,0.5,"",0,"10/6/21",112,"10/11/21",26.3,"0.7652","0.2348",NA,"10/12/21",2,0.2094,955.4635,23.7454,5.57592875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"186","MA-6-2021","MA-6-2021","MA-6-21","MA-6",2021-07-18,NA,"Mahlo","7/23/21",61.73588,-145.7294181,2.678,50,NA,8.4,NA,16.8,NA,6.7,36.8,"M",0.066,"1-F4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.494,"1-D8","N","Y","5","Y","Y",0.034,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,"",0,"10/6/21",131.9,"10/11/21",29.3,"0.7779","0.2221",NA,"10/12/21",4,0.3282,923.3249,22.3332,4.961052009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"187","MA-7-2021","MA-7-2021","MA-7-21","MA-7",2021-07-18,NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.752,43.2,NA,4.8,NA,12.5,NA,6.6,29,"F",0.336,"2-F4",6,0.499,NA,NA,NA,NA,5.65,NA,NA,1.378,"1-H8","N","Y","5","Y","Y",0.15,0.6,0.6,0.5,0.7,0.6,0.6,0.5,0.7,"",0,"10/6/21",123.1,"10/11/21",27.8,"0.7742","0.2258",NA,"10/12/21",2,0.2709,955.4635,23.6048,5.330734687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"188","MA-8-2021","MA-8-2021","MA-8-21","MA-8",2021-07-18,NA,"Mahlo","7/23/21",61.73588,-145.7294181,2.33,47.3,NA,7.6,NA,16,NA,6,35.4,"M",0.048,"1-F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,"1-D9","N","Y","5","Y","Y",0.024,0.6,0.5,0.5,0.5,0.6,0.7,0.6,0.7,"",0,"10/6/21",92.8,"10/11/21",21.4,"0.7694","0.2306",NA,"10/12/21",4,0.2015,923.3249,22.2291,5.126107112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"189","MA-9-2021","MA-9-2021","MA-9-21","MA-9",2021-07-18,NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.874,45.2,NA,3.8,NA,12.3,NA,7.2,30.4,"F",0.356,"3-A4",10,1.2,NA,NA,NA,NA,5.95,NA,NA,1.474,"2-A4","N","Y","5","Y","Y",0.202,0.5,0.8,0.4,1,0.5,1.1,0.5,1.3,"",0,"10/6/21",109.4,"10/11/21",25.7,"0.7651","0.2349",NA,"10/12/21",2,0.3686,955.4635,23.264,5.465126143,4,0.3181,923.3249,21.2536,4.992847532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"190","MA-10-2021","MA-10-2021","MA-10-21","MA-10",2021-07-18,NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.686,43.3,NA,3.7,NA,11.3,NA,6.8,28.2,"F",0.33,"3-A8",10,1.1884,NA,NA,NA,NA,6.05,NA,NA,1.292,"2-A8","N","Y","5","Y","Y",0.148,0.5,1,0.5,0.8,0.4,0.6,0.5,0.7,"",0,"10/6/21",83.1,"10/11/21",20.9,"0.7485","0.2515",NA,"10/12/21",4,0.3308,955.4635,23.6591,5.950363297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"191","MA-11-2021","MA-11-2021","MA-11-21","MA-11",2021-08-10,NA,"Mahlo","9/3/21",61.73588,-145.7294181,2.274,46.6,NA,8.8,NA,16.5,NA,5.8,35.1,"M",0.046,"3-D5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,"2-C5","N","Y","5","Y","Y",0.024,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.6,"",0,"10/6/21",112,"10/11/21",19.9,"0.8223","0.1777",NA,"10/12/21",2,0.2298,923.3249,17.78,3.159125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"192","MA-12-2021","MA-12-2021","MA-12-21","MA-12",2021-08-10,NA,"Mahlo","9/5/21",61.73588,-145.7294181,0.932,40.2,NA,3.2,NA,9.5,NA,4.3,22.4,"F",NA,"4-D4",8,0.4546,NA,NA,NA,NA,4.6,NA,NA,0.856,"2-G4","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.4,0.4,0.5,0.8,0.5,"Partial Spawned",1,"10/6/21",73,"10/11/21",13.3,"0.8178","0.1822",NA,"10/12/21",4,0.236,955.8343,20.4226,3.720829863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"193","MA-13-2021","MA-13-2021","MA-13-21","MA-13",2021-08-10,NA,"Mahlo","9/4/21",61.73588,-145.7294181,0.712,36,NA,3.1,NA,9.2,NA,4.1,20.8,"F",NA,"4-A1",10,0.5562,NA,NA,NA,NA,3.7,NA,NA,0.606,"2-E1","N","Y","6","Y","N",NA,0.4,0.4,0.3,0.4,0.4,0.4,0.8,0.4,"",0,"10/6/21",59.3,"10/11/21",13,"0.7808","0.2192",NA,"10/12/21",2,0.2429,923.3249,17.2273,3.776642496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"194","MA-14-2021","MA-14-2021","MA-14-21","MA-14",2021-08-10,NA,"Mahlo","9/5/21",61.73588,-145.7294181,0.906,39.5,NA,3.8,NA,9.8,NA,4.3,22,"F",0,"4-C4",8,0.6293,NA,NA,NA,NA,3.8,NA,NA,0.848,"2-F8","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.6,"Spawned out",2,"10/6/21",104.3,"10/11/21",18.2,"0.8255","0.1745",NA,"10/12/21",4,0.2355,955.8343,19.0294,3.320566443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"195","MA-15-2021","MA-15-2021","MA-15-21","MA-15",2021-08-10,NA,"Mahlo","9/4/21",61.73588,-145.7294181,0.854,37.8,NA,3.4,NA,9.1,NA,4,21.6,"F",NA,"4-A5",5,0.4766,NA,NA,NA,NA,4.55,NA,NA,0.796,"2-E5","N","Y","5","Y","N",NA,0.4,0.5,0.8,0.4,0.9,0.6,0.4,0.5,"",0,"10/7/21",47.2,"10/10/21",10.5,"0.7775","0.2225",NA,"10/12/21",2,0.1814,923.3249,16.9026,3.760112288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"196","MA-16-2021","MA-16-2021","MA-16-21","MA-16",2021-08-10,NA,"Mahlo","9/5/21",61.73588,-145.7294181,0.992,40.1,NA,4.6,NA,10,NA,4.2,23.1,"F",0,"4-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936,"2-G3","N","Y","5","Y","N",NA,0.4,0.8,0.4,0.4,0.5,0.5,1,0.5,"spawned out",2,"10/7/21",72.7,"10/10/21",14.3,"0.8033","0.1967",NA,"10/12/21",4,0.2551,955.8343,19.8412,3.902739477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"197","MA-17-2021","MA-17-2021","MA-17-21","MA-17",2021-08-10,NA,"Mahlo","9/3/21",61.73588,-145.7294181,0.872,34,NA,5.4,NA,12,NA,4.3,25.7,"M",0.026,"3-C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,"2-B6","N","Y","5","Y","Y",0.014,0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.4,"",0,"10/7/21",103.4,"10/10/21",19.9,"0.8075","0.1925",NA,"10/12/21",2,0.3161,923.3249,20.9833,4.03837205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"198","MA-18-2021","MA-18-2021","MA-18-21","MA-18",2021-08-10,NA,"Mahlo","9/3/21",61.73588,-145.7294181,2.354,47,NA,9.1,NA,15.7,NA,6.5,35.5,"M",0.048,"3-E6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.226,"2-D2","N","Y","5","Y","Y",0.024,0.4,0.3,0.3,0.3,0.5,0.7,0.4,0.5,"",0,"10/7/21",96.4,"10/10/21",17.6,"0.8174","0.1826",NA,"10/12/21",4,0.3012,955.8343,19.8509,3.624230705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"199","MA-19-2021","MA-19-2021","MA-19-21","MA-19",2021-08-10,NA,"Mahlo","9/3/21",61.73588,-145.7294181,1.226,39,NA,5.8,NA,12.2,NA,5.1,27.5,"M",0.04,"3-C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.136,"2-B5","N","Y","5","Y","Y",0.022,0.8,0.5,0.7,0.6,0.6,0.5,0.6,0.4,"",0,"10/7/21",113.6,"10/10/21",23.9,"0.7896","0.2104",NA,"10/12/21",4,0.4298,923.3249,19.7383,4.152688116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"200","MA-20-2021","MA-20-2021","MA-20-21","MA-20",2021-08-10,NA,"Mahlo","9/3/21",61.73588,-145.7294181,0.456,28,NA,3,NA,8.5,NA,3.8,19.6,"M",0.024,"3-C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,"2-B7","N","Y","5","Y","Y",0.012,1,0.7,1.1,0.6,1.6,0.5,1.7,0.8,"",0,"10/7/21",80.2,"10/10/21",16.6,"0.793","0.207",NA,"10/12/21",2,0.3338,955.8343,21.2459,4.397530424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306710.2079,537,2021
"201","SA-1-2021","SA-1-2021","SA-1-21","SA-1",2021-07-18,NA,"St Anne","7/24/21",61.73953006,-145.9685194,2.122,46.2,NA,4.4,NA,13.6,NA,6.9,31.7,"F",0.408,"2-F8",10,0.8256,NA,NA,NA,NA,6.2,NA,NA,1.624,"1-H12","N","Y","5","Y","Y",0.2,0.5,0.9,0.5,0.5,0.6,0.7,0.7,0.9,"",0,"10/6/21",72.7,"10/11/21",17.1,"0.7648","0.2352",NA,"10/12/21",4,0.3008,923.3249,23.5817,5.546727235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"202","SA-2-2021","SA-2-2021","SA-2-21","SA-2",2021-07-18,NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.796,48.2,NA,8.3,NA,18.4,NA,6,40.7,"M",0.046,"1-F8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.626,"1-D12","N","Y","5","Y","Y",0.02,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.5,"",0,"10/6/21",118.9,"10/11/21",23.7,"0.8007","0.1993",NA,"10/12/21",2,0.2613,955.8343,22.3577,4.456496972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"203","SA-3-2021","SA-3-2021","SA-3-21","SA-3",2021-07-18,NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.96,45.8,NA,5.6,NA,12.7,NA,6.3,30.2,"F",0.382,"2-F5",7,0.8175,NA,NA,NA,NA,5.6,NA,NA,1.538,"1-H9","N","Y","5","Y","Y",0.176,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.7,"",0,"10/6/21",115.6,"10/11/21",28.6,"0.7526","0.2474",NA,"10/12/21",4,0.3771,923.3249,22.171,5.485212803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"204","SA-4-2021","SA-4-2021","SA-4-21","SA-4",2021-07-18,NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.722,44.2,NA,4.5,NA,12.8,NA,6.6,29.8,"F",0.338,"2-F6",7,0.9003,NA,NA,NA,NA,5.8,NA,NA,1.34,"1-H10","N","Y","5","Y","Y",0.056,0.6,0.6,0.8,0.7,0.6,0.7,0.6,1,"",0,"10/6/21",144.6,"10/11/21",33.9,"0.7656","0.2344",NA,"10/12/21",2,0.3161,955.8343,24.4966,5.742978838,4,0.337,923.3249,23.4965,5.50851556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
