"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","Fish_Leng_1_mm","Fish_Leng_2_mm","Fish_Ht_mm","Fish_Grth_mm","Fish_Wt_g","bodysize_pc_g_mm"
"188","LL-19-2021","LL-19-2021","LL-19-21","LL-L-19","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,2.012,NA,42.2,NA,7.7,NA,14.7,NA,33.5,"M",0.044,"4-E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.856,"2-G10","N","Y",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"picking up where cormac/phil left off in oto tray, no fat measurements, maybe partial spawn",1,"10/15/21",122.2,"10/20/21",24.4,"0.8003","0.1997",NA,"10/21/21",2,0.4053,955.8343,22.1093,4.414622913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",453.056199895692,NA,143.834203448059,335,2012,1.29670381266202
"189","LL-20-2021","LL-20-2021","LL-20-21","LL-L-20","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,2.086,NA,45.1,NA,8,NA,14.3,NA,33.8,"M",0.032,"4-E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,"2-G11","N","Y",NA,"Y","Y",NA,0.7,0.4,0.4,0.5,0.5,0.4,0.4,0.5,"maybe partal spawn",1,"10/15/21",122.2,"10/20/21",24.6,"0.7987","0.2013",NA,"10/21/21",4,0.4025,923.3249,19.9437,4.014852864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",457.168056899022,NA,145.213297515127,338,2086,1.45046895682806
"190","GH-1-2021","GH-1-2021","GH-1-21","GH-1","2021-08-31",NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,1.956,47.1,NA,8.2,NA,12.6,NA,6.6,29.4,"M",0.058,"3-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.836,"2-C3","Y","Y","5","Y","Y",0.028,0.6,0.4,0.7,0.5,0.5,0.7,0.9,0.8,"",0,"10/15/21",101.9,"10/20/21",21.7,"0.787","0.213",NA,"10/21/21",2,0.2763,955.8343,22.337,4.756750736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",471,82,126,294,1956,0.529326042353221
"191","GH-2-2021","GH-2-2021","GH-2-21","GH-2-2021","2021-08-31",NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,1.856,45.7,NA,8.3,NA,11.6,NA,5.9,27.8,"M",0.056,"3-D4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756,"2-C4","Y","Y","5","Y","Y",0.028,1.1,0.5,1.6,0.5,1.1,0.6,1,0.6,"",0,"10/15/21",119.9,"10/20/21",27,"0.7748","0.2252",NA,"10/21/21",4,0.3732,923.3249,21.8379,4.917625521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",457,83,116,278,1856,-0.223221211260889
"192","GH-3-2021","GH-3-2021","GH-3-21","GH-3","2021-08-31",NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,2.032,46.9,NA,8.9,NA,12.3,NA,6,29.2,"M",0.052,"3-C8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,"2-B12","N","Y","3","Y","Y",0.024,1.1,0.7,0.7,0.6,0.6,0.6,0.7,0.9,"",0,"10/15/21",130.1,"10/20/21",27.6,"0.7879","0.2121",NA,"10/21/21",2,0.3793,955.8343,23.4707,4.979180015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",469,89,123,292,2032,0.383079829686876
"193","GH-4-2021","GH-4-2021","GH-4-21","GH-4","2021-08-31",NA,"Gulkana Hatchery","9/4/21",63.06732669,-145.5138318,1.784,44.7,NA,6.4,NA,12,NA,5.9,27.4,"M",0.06,"3-F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.676,"2-D5","N","Y","5","Y","Y",0.03,0.6,0.5,0.6,0.6,0.6,1.1,0.5,1,"",0,"10/15/21",78.6,"10/19/21",18.9,"0.7595","0.2405",NA,"10/19/21",2,0.4678,955.8343,21.1055,5.074986641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",447,64,120,274,1784,-0.348454395339099
"194","GH-5-2021","GH-5-2021","GH-5-21","GH-5","2021-08-31",NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,1.794,44.7,NA,7.1,NA,12.2,NA,5.7,28.5,"M",0.052,"3-C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.684,"2-B9","Y","Y","5","Y","Y",0.026,0.7,1,0.6,0.6,1,0.7,0.8,0.8,"",0,"10/15/21",133.4,"10/20/21",29.1,"0.7819","0.2181",NA,"10/21/21",4,0.3277,923.3249,22.1549,4.83289048,2,0.3296,955.8343,23.0543,5.029086432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",447,71,122,285,1794,-0.133761928014301
"200","FC-1-2021","FC-1-2021","FC-1-21","FC-1","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.088,43.8,NA,6.6,NA,13.7,NA,6.6,30.8,"M",0.05,"2-B4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.966,"1-E12","N","Y","5","Y","Y",0.028,0.6,0.7,0.6,0.5,1,1,1,1,"",0,"10/15/21",112,"10/19/21",29,"0.7411","0.2589",NA,"10/21/21",4,0.3537,923.3249,22.578,5.846089286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",438,66,137,308,2088,0.451871633234297
"201","FC-2-2021","FC-2-2021","FC-2-21","FC-2","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.046,46.1,NA,5.5,NA,12.1,NA,6.6,29.2,"M",0.056,"2-B3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916,"1-E11","N","Y","5","Y","Y",0.028,0.7,0.7,0.7,1.1,0.7,0.9,1,0.9,"",0,"10/15/21",126.9,"10/20/21",33.4,"0.7368","0.2632",NA,"10/21/21",2,0.3183,955.8343,21.4536,5.646573995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",461,55,121,292,2046,0.187513799547951
"203","FC-4-2021","FC-4-2021","FC-4-21","FC-4","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.374,49,NA,7.1,NA,13.4,NA,6.7,30.6,"M",0.036,"2-B6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,"1-F2","N","Y","5","Y","Y",0.018,0.6,0.5,0.4,0.9,0.5,0.6,0.5,1.1,"",0,"10/15/21",97.3,"10/19/21",22.6,"0.7677","0.2323",NA,"10/21/21",2,0.3449,955.8343,22.2554,5.169291264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",490,71,134,306,2374,1.25716518382377
"204","FC-5-2021","FC-5-2021","FC-5-21","FC-5","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.078,47.2,NA,7.1,NA,12.3,NA,6.3,29.9,"M",0.032,"2-A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.982,"1-E5","N","Y","5","Y","Y",0.016,0.7,0.5,0.7,0.7,0.5,0.7,0.7,0.7,"",0,"10/15/21",121.2,"10/19/21",29.2,"0.7591","0.2409",NA,"10/21/21",4,0.3864,923.3249,22.4262,5.403011881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",472,71,123,299,2078,0.537821971414196
"206","FC-7-2021","FC-7-2021","FC-7-21","FC-7","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.16,47,NA,5.4,NA,12,NA,6.9,29.4,"M",0.082,"2-B5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.018,"1-F1","N","Y","5","Y","Y",0.042,1,0.9,0.9,1.1,1,0.7,0.7,0.8,"",0,"10/15/21",117.7,"10/19/21",30.7,"0.7392","0.2608",NA,"10/21/21",4,0.4149,923.3249,22.3613,5.832556585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",470,54,120,294,2160,0.347913406656519
"210","MN-1-2021","MN-1-2021","MN-1-21","MN-1","2021-07-08",NA,"Mentasta","7/23/21",62.94958,-143.35984,2.692,49.4,NA,6.3,NA,14.5,NA,6.8,33.9,"M",0.07,"2-B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.486,"1-E9","N","Y","5","Y","Y",0.036,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.6,"",0,"10/19/21",87.9,"10/23/21",19.3,"0.7804","0.2196",NA,"10/27/21",2,0.477,923.3914,20.6881,4.542438339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",494,63,145,339,2692,2.10821995351412
"212","MN-3-2021","MN-3-2021","MN-3-21","MN-3","2021-07-08",NA,"Mentasta","7/23/21",62.94958,-143.35984,2.308,44.7,NA,5.8,NA,15.5,NA,6.5,34.5,"M",0.058,"2-A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.118,"1-E7","N","Y","5","Y","Y",0.03,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,"",0,"10/19/21",101.5,"10/23/21",20.3,"0.8","0.2",NA,"10/27/21",2,0.3683,923.3914,20.2505,4.0501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",447,58,155,345,2308,1.64033852314592
"214","MN-5-2021","MN-5-2021","MN-5-21","MN-5","2021-07-08",NA,"Mentasta","7/23/21",62.94958,-143.35984,2.38,46.8,NA,8.9,NA,15.9,NA,6.5,35.1,"M",0.062,"2-A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.176,"1-E6","N","Y","5","Y","Y",0.032,0.5,0.5,0.5,0.4,0.6,0.5,0.8,0.6,"",0,"10/19/21",110.9,"10/23/21",24.9,"0.7755","0.2245",NA,"10/27/21",2,0.3185,923.3914,21.7414,4.881522633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",468,89,159,351,2380,2.20690082124124
"215","MN-6-2021","MN-6-2021","MN-6-21","MN-6","2021-07-08",NA,"Mentasta","7/23/21",62.94958,-143.35984,2.286,44.5,NA,6.7,NA,14.7,NA,6.7,33,"M",0.074,"2-A8 (Empty)",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,"1-E8","N","Y","5","Y","Y",0.034,0.4,0.4,0.5,0.4,0.5,0.6,0.6,0.5,"",0,"10/20/21",103.9,"10/23/21",22.1,"0.7873","0.2127",NA,"10/27/21",4,0.2992,923.3249,21.9957,4.678584889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",445,67,147,330,2286,1.16839584394235
"220","MN-11-2021","MN-11-2021","MN-11-21","MN-11","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,2.014,44.2,NA,6,NA,13.7,NA,6.6,32.7,"M",0.058,"3-F8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.874,"2-D12","N","Y","5","Y","Y",0.028,0.3,0.6,0.3,0.4,0.4,0.4,0.4,0.4,"",0,"10/20/21",91.3,"10/23/21",17.9,"0.8039","0.1961",NA,"10/27/21",2,0.3577,923.3914,18.3093,3.589665608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",442,60,137,327,2014,0.798884290053905
"225","MN-16-2021","MN-16-2021","MN-16-21","MN-16","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,2.086,46.2,NA,6.5,NA,14.5,NA,5.6,33.5,"M",0.026,"3-F6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.996,"2-D10","N","Y","5","Y","Y",0.01,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/29/21",63.3,"11/3/21",14.2,"0.7757","0.2243",NA,"11/4/21",2,0.3685,923.3914,20.0502,4.497833175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",462,65,145,335,2086,1.48612806879631
"226","MN-17-2021","MN-17-2021","MN-17-21","MN-17","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,1.92,43.9,NA,5.8,NA,14.4,NA,6,32.8,"M",0.038,"3-E7",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.792,"2-D3","N","Y","5","Y","Y",0.018,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/29/21",69.2,"11/3/21",14.1,"0.7962","0.2038",NA,"11/4/21",4,0.3048,923.3249,19.9715,4.069337428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",439,58,144,328,1920,0.95166520436817
"227","MN-18-2021","MN-18-2021","MN-18-21","MN-18","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,2.976,48.3,NA,8.3,NA,17.9,NA,7.1,40.3,"M",0.09,"3-F7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.796,"2-D11","N","Y","5","Y","Y",0.044,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,"",0,"10/29/21",98.2,"11/3/21",21.1,"0.7851","0.2149",NA,"11/4/21",2,0.2349,923.3914,20.8578,4.481665784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",483,83,179,403,2976,3.77400328829453
"228","MN-19-2021","MN-19-2021","MN-19-21","MN-19","2021-07-29",NA,"Mentasta","9/4/21",62.94958,-143.35984,2.444,45.7,NA,6.9,NA,17.1,NA,5.5,37.4,"M",0.054,"3-F4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,"2-D8","N","Y","5","Y","Y",0.028,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/29/21",41.7,"11/3/21",17.5,"0.5803","0.4197",NA,"11/4/21",4,0.3086,923.3249,19.2627,8.083866906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,"Slana",457,69,171,374,2444,2.67539640455104
"230","TN-2-2021","TN-2-2021","TN-2-21","TN-2","2021-08-04",NA,"Tanada","9/3/21",62.45133,-143.382153,2.188,47.5,NA,6.2,NA,12.1,NA,7,29.9,"M",0.044,"3-E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.076,"2-C12","N","Y","5","Y","Y",0.022,0.7,0.7,0.7,0.6,0.7,0.8,0.6,0.8,"",0,"10/29/21",103.4,"11/3/21",29.5,"0.7147","0.2853",NA,"11/4/21",2,0.2753,923.3914,23.5586,6.721264023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",475,62,121,299,2188,0.536088115271827
"232","TN-4-2021","TN-4-2021","TN-4-21","TN-4","2021-08-04",NA,"Tanada","9/4/21",62.45133,-143.382153,2.154,46.7,NA,4.8,NA,13.5,NA,6.5,30.7,"M",0.046,"3-F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,"2-D6","N","Y","5","Y","Y",0.022,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.8,"",0,"10/29/21",75.6,"11/3/21",20,"0.7354","0.2646",NA,"11/4/21",2,0.308,923.3914,22.3277,5.906798942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",467,48,135,307,2154,0.893732434629102
"234","TN-6-2021","TN-6-2021","TN-6-21","TN-6","2021-08-04",NA,"Tanada","9/3/21",62.45133,-143.382153,1.952,47,NA,6.2,NA,12.7,NA,6.6,30.9,"M",0.054,"3-C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.832,"2-B8","N","Y","5","Y","Y",0.03,1.1,0.9,1,1.5,1.3,1.3,1.2,1.2,"",0,"10/29/21",130.8,"11/3/21",34.5,"0.7362","0.2638",NA,"11/4/21",2,0.3424,923.3914,22.2467,5.867822248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",470,62,127,309,1952,0.757315284244545
"235","TN-7-2021","TN-7-2021","TN-7-21","TN-7","2021-08-04",NA,"Tanada","9/3/21",62.45133,-143.382153,2.817,50.5,NA,8,NA,14.5,NA,7,33.9,"M",0.036,"3-E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.686,"2-D1","N","Y","5","Y","Y",0.02,0.6,0.6,0.7,0.6,0.9,0.6,1,0.6,"",0,"10/29/21",120.2,"11/3/21",30.4,"0.7471","0.2529",NA,"11/4/21",2,0.2514,923.3914,22.0219,5.569598669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",505,80,145,339,2817,2.30205212751068
"238","TN-10-2021","TN-10-2021","TN-10-21","TN-10","2021-08-04",NA,"Tanada","9/5/21",62.45133,-143.382153,1.984,47.1,NA,6.9,NA,12.3,NA,6.2,28.8,"M",0.052,"4-D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,"2-G8","N","Y","5","Y","Y",0.026,1.6,0.7,0.8,0.7,0.8,0.7,1,0.7,"",0,"10/29/21",111.4,"11/3/21",27.8,"0.7504","0.2496",NA,"11/4/21",2,0.3018,922.7887,23.4456,5.85087684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,"TanadaCopperLakes",471,69,123,288,1984,0.360105573685686
